Fecha,Codigo Cliente,Codigo Vendedor,Codigo Producto,Precio Unitario,Cantidad
2022-05-17,20,FD-416,BRDE-58955321,1499.0,1
2022-05-17,54,FD-416,AJNB-14152345,2139.0,1
2022-05-17,41,SP-816,BBKL-17470501,2429.0,1
2022-05-17,90,A0-000,LGTS-54409879,1129.0,3
2022-05-17,33,A0-000,TJPU-00589218,999.0,1
2022-05-17,50,CG-544,KZAH-94287841,1308.0,1
2022-05-17,21,OP-407,MCRH-78811222,1599.0,1
2022-05-17,6,A0-000,DOZG-27296138,1352.0,1
2022-05-17,24,JB-121,HMOG-40542981,838.0,2
2022-05-17,12,GE-024,KKDO-35204426,960.0,1
2022-05-17,8,OP-407,GFGG-84471802,999.0,1
2022-05-17,20,FD-416,MOMN-99071345,1199.0,1
2022-05-17,99,GE-024,PPUE-90392496,1352.04,1
2022-05-17,52,SP-816,ODUL-29947841,1649.0,3
2022-05-17,11,SP-816,TSTM-56265535,1299.0,2
2022-05-17,48,FD-416,TPAR-13422529,1799.0,1
2022-05-17,76,GE-024,ODUL-29947841,1649.0,1
2022-05-17,2,OP-407,KOUU-01904954,1879.0,1
2022-05-17,62,SP-816,UATR-46324218,449.0,1
2022-05-17,96,OP-407,IDCU-64351971,1599.0,1
2022-05-17,7,FD-416,DBIE-10052225,1640.0,1
2022-05-17,21,FD-416,IBTH-36264981,1799.0,1
2022-05-17,9,GE-024,RIMB-71050165,1899.0,1
2022-05-17,59,FD-416,BADT-15309213,1199.0,1
2022-05-17,3,A0-000,FDIG-01018855,2139.0,2
2022-05-17,41,HC-572,IMBD-34700567,1634.0,3
2022-05-17,85,NG-218,BILP-16651927,2599.0,1
2022-05-17,77,JB-121,ZJMB-29003196,1049.0,1
2022-05-17,28,GE-024,LAEC-05817492,699.0,1
2022-05-17,97,NG-218,AJLN-93441790,1999.0,1
2022-05-17,62,OP-407,IDCU-64351971,1599.0,1
2022-05-17,14,GE-024,BLPR-29005171,1879.0,1
2022-05-17,59,FD-416,OSBO-00980325,1249.0,3
2022-05-17,100,CG-544,FCUU-06406040,699.0,1
2022-05-17,66,FD-416,DSUA-12813956,2299.0,1
2022-05-17,20,A0-000,FLDO-51570654,1909.0,1
2022-05-17,78,JB-121,JEBC-05740519,1909.0,1
2022-05-17,49,OP-407,HDZF-90571285,1634.0,3
2022-05-17,43,NG-218,JLAD-04813665,1549.0,1
2022-05-17,26,GE-024,ZJCO-07024741,1899.0,1
2022-05-17,67,FD-416,UKSO-82924634,1439.0,1
2022-05-17,28,A0-000,ODUZ-48300461,749.0,1
2022-05-17,54,OP-407,LJAC-04440156,499.0,3
2022-05-17,94,FD-416,LFTO-14378624,1999.0,1
2022-05-17,33,GE-024,PSAO-83137839,599.0,3
2022-05-17,27,HC-572,FZLF-47995942,1849.0,1
2022-05-17,55,NG-218,BMUT-81259162,2299.0,1
2022-05-17,88,A0-000,GGAS-91686271,3099.0,1
2022-05-17,78,SP-816,MKRR-52803341,1299.0,1
2022-05-17,47,FD-416,FFJT-60537241,1735.0,2
2022-05-17,66,GE-024,GSKJ-41175135,629.0,1
2022-05-17,26,GE-024,ZJMB-99087856,999.0,1
2022-05-17,24,CG-544,AURL-38658496,999.0,1
2022-05-17,88,JB-121,ASOH-04828288,459.0,1
2022-05-17,52,FD-416,NDDK-89767743,1199.0,1
2022-05-17,37,OP-407,UIEN-63697044,2249.0,1
2022-05-17,89,HC-572,IROO-16406988,1199.0,1
2022-05-17,1,JB-121,KHLZ-16311367,1499.0,3
2022-05-17,73,SP-816,UTUO-88789775,1699.0,1
2022-05-17,5,GE-024,RJJG-93391069,1322.0,1
2022-05-17,94,FD-416,ONEL-29069744,2599.0,1
2022-05-17,81,NG-218,OMPO-14358634,749.0,1
2022-05-17,83,A0-000,HILZ-77835223,699.0,3
2022-05-17,42,FD-416,JDPB-87900692,2799.0,1
2022-05-17,66,A0-000,CRTA-55546797,1299.0,1
2022-05-17,19,HC-572,FOBD-14414494,1199.0,1
2022-05-17,68,SP-816,RRSB-17555937,1199.0,3
2022-05-17,8,NG-218,GBIP-93762130,1449.0,1
2022-05-17,32,SP-816,ZHOA-93812648,1049.0,2
2022-05-17,31,FD-416,RJJG-93391069,1322.0,1
2022-05-17,68,A0-000,HENA-33319072,1749.0,2
2022-05-17,36,HC-572,PBHG-76999324,1049.0,1
2022-05-17,72,HC-572,TBFB-75313863,699.0,1
2022-05-17,19,FD-416,OSBO-00980325,1249.0,1
2022-05-17,97,SP-816,MKDO-58937939,1599.0,2
2022-05-17,30,OP-407,MBEG-82149230,629.0,1
2022-05-17,1,SP-816,PSAO-83137839,599.0,1
2022-05-17,95,GE-024,PLSS-34003480,1199.0,1
2022-05-17,94,OP-407,NBHN-92966234,1640.0,1
2022-05-17,33,SP-816,OPZO-21904883,1349.0,1
2022-05-17,6,HC-572,DMBN-90098099,1634.0,1
2022-05-17,35,A0-000,IKGM-18461508,1349.0,1
2022-05-17,74,NG-218,OZPA-71817540,2623.0,1
2022-05-17,23,GE-024,NMDG-75729213,1499.0,2
2022-05-17,65,A0-000,ZAZG-98124070,1356.0,1
2022-05-17,44,NG-218,JCAH-31499525,282.97,2
2022-05-17,8,OP-407,LIRP-86769322,1849.0,1
2022-05-17,4,GE-024,NKLM-01111089,324.0,1
2022-05-17,35,JB-121,TKCB-41492219,1699.0,1
2022-05-17,83,JB-121,LGBD-68837854,1686.0,1
2022-05-17,26,FD-416,OSBO-00980325,1249.0,1
2022-05-17,36,OP-407,HUBE-37993464,1519.2,1
2022-05-17,98,GE-024,HENA-33319072,1749.0,1
2022-05-17,28,OP-407,OJKR-92119481,799.0,1
2022-05-17,40,JB-121,MMUJ-66698947,259.0,1
2022-05-17,23,SP-816,GBLM-34855743,2799.0,1
2022-05-17,56,HC-572,EOJD-04274312,749.0,3
2022-05-17,20,JB-121,JEBC-05740519,1909.0,1
2022-05-17,76,NG-218,TBFB-75313863,699.0,1
2022-05-17,21,OP-407,CRTA-55546797,1299.0,2
2022-05-17,60,GE-024,CDGH-72925579,999.0,1
2022-05-17,63,JB-121,KCBU-77902735,1749.0,2
2022-05-17,99,FD-416,HIAD-48792587,1049.0,1
2022-05-17,34,A0-000,ZPIO-69690325,1399.0,3
2022-05-17,42,FD-416,GFNG-00576335,1649.0,1
2022-05-17,19,NG-218,PSAO-83137839,599.0,1
2022-05-17,21,GE-024,ASOH-04828288,459.0,1
2022-05-17,62,OP-407,SMTF-56345724,1653.0,2
2022-05-17,75,OP-407,NPTP-24463442,1439.0,1
2022-05-17,49,JB-121,SCDU-75627779,1999.0,1
2022-05-17,15,GE-024,LZLA-05880311,1640.0,1
2022-05-17,91,JB-121,IKGM-18461508,1349.0,1
2022-05-17,9,FD-416,PKDR-61920546,799.0,1
2022-05-17,76,HC-572,EIJS-29111153,459.0,1
2022-05-17,68,A0-000,FLDO-51570654,1909.0,1
2022-05-17,24,A0-000,FMJN-93401231,1799.0,1
2022-05-17,69,OP-407,ZPKT-65779123,2429.0,2
2022-05-17,34,A0-000,FUON-77253124,838.0,3
2022-05-17,77,FD-416,FCGU-31977579,1699.0,2
2022-05-17,82,JB-121,GFLT-39722982,1899.0,1
2022-05-17,54,NG-218,KKDO-35204426,960.0,1
2022-05-17,22,HC-572,DSUA-12813956,2299.0,1
2022-05-17,90,FD-416,JRKG-55981425,749.0,1
2022-05-17,62,JB-121,DNKZ-67343034,999.0,1
2022-05-17,91,JB-121,OMPO-14358634,749.0,1
2022-05-17,22,FD-416,EHJH-98791148,589.0,1
2022-05-17,91,A0-000,GFGG-84471802,999.0,3
2022-05-17,99,A0-000,NFGH-30844240,749.0,1
2022-05-17,4,GE-024,GBIP-93762130,1449.0,3
2022-05-17,43,SP-816,OZPA-71817540,2623.0,1
2022-05-17,61,JB-121,NTLG-23174927,1399.0,1
2022-05-17,41,JB-121,PBEB-68809711,629.0,3
2022-05-17,16,FD-416,ELCS-30816412,2203.24,2
2022-05-17,62,GE-024,ALPB-89241828,1099.0,1
2022-05-17,62,GE-024,LKPK-93193730,2623.0,1
2022-05-17,8,JB-121,BPUG-98747392,1199.0,1
2022-05-17,58,SP-816,FMJN-93401231,1799.0,1
2022-05-17,33,HC-572,IDCU-64351971,1599.0,1
2022-05-17,33,HC-572,LGBD-68837854,1686.0,1
2022-05-17,59,FD-416,IDCU-64351971,1599.0,3
2022-05-17,45,GE-024,GLIF-54695572,599.0,1
2022-05-17,61,OP-407,CTRA-38540885,2099.0,1
2022-05-17,59,JB-121,BHPK-79202987,2429.0,2
2022-05-17,23,OP-407,MCOB-45361938,960.0,1
2022-05-17,82,NG-218,UPTB-03295996,799.0,1
2022-05-17,75,FD-416,FPGP-17111293,699.0,1
2022-05-17,45,CG-544,ZIEC-08410251,1049.0,1
2022-05-17,67,GE-024,ZAZG-98124070,1356.0,1
2022-05-17,89,A0-000,OFDR-22643831,1399.0,1
2022-05-17,46,OP-407,DDIR-19257051,999.0,1
2022-05-17,11,FD-416,KCNE-80054584,577.0,2
2022-05-17,47,FD-416,RIMB-71050165,1899.0,3
2022-05-17,11,A0-000,LZLA-05880311,1640.0,1
2022-05-17,78,FD-416,GSUI-69154398,668.84,1
2022-05-17,87,GE-024,OKOK-00150254,1499.0,1
2022-05-17,91,OP-407,NPTP-24463442,1439.0,1
2022-05-17,91,FD-416,NTLG-23174927,1399.0,1
2022-05-17,68,A0-000,TZRB-18092323,1799.0,1
2022-05-17,56,SP-816,ILIS-80579507,1549.0,1
2022-05-17,88,JB-121,RUEG-51475432,1352.0,1
2022-05-17,23,OP-407,ZPKT-65779123,2429.0,1
2022-05-17,81,JB-121,ZIEC-08410251,1049.0,1
2022-05-17,77,OP-407,TMPL-54149772,3099.0,1
2022-05-17,84,OP-407,KGZF-41559070,1879.0,1
2022-05-17,53,NG-218,EHJH-98791148,589.0,1
2022-05-17,90,GE-024,LAEC-05817492,699.0,1
2022-05-17,36,HC-572,RDHP-10685612,1499.0,3
2022-05-17,36,A0-000,LKPK-93193730,2623.0,1
2022-05-17,47,NG-218,ASOH-04828288,459.0,1
2022-05-17,14,FD-416,HUGG-62460410,1199.0,1
2022-05-17,37,FD-416,OUPU-69234068,2099.0,1
2022-05-17,28,CG-544,MFBU-68627274,899.0,1
2022-05-17,10,SP-816,RMDG-16218206,1156.2,2
2022-05-17,10,SP-816,ONHD-37172276,1349.0,1
2022-05-17,85,GE-024,ENDH-34667171,399.0,3
2022-05-17,68,GE-024,KJSD-08046356,1849.0,1
2022-05-17,96,SP-816,ODUL-29947841,1649.0,1
2022-05-17,100,SP-816,MDDJ-94238460,1199.0,1
2022-05-17,96,GE-024,PDSM-57266635,1499.0,1
2022-05-17,88,SP-816,AMMG-47101753,1020.0,1
2022-05-17,43,OP-407,MCRH-78811222,1599.0,1
2022-05-17,16,A0-000,NFGH-30844240,749.0,1
2022-05-17,63,HC-572,MUHD-68699712,589.0,1
2022-05-17,94,GE-024,NPTP-24463442,1439.0,2
2022-05-17,78,A0-000,HOCI-76900230,1999.0,1
2022-05-17,15,SP-816,UPTB-03295996,799.0,1
2022-05-17,69,CG-544,LBFP-52113836,1699.0,1
2022-05-17,58,NG-218,FHBM-12500351,1199.0,1
2022-05-17,54,FD-416,FUOM-63000644,668.84,1
2022-05-17,25,JB-121,JAHH-10083042,2623.0,1
2022-05-17,30,OP-407,FUFO-50629594,1664.0,1
2022-05-17,67,GE-024,FUFO-50629594,1664.0,1
2022-05-17,38,NG-218,UGHA-05465755,699.0,1
2022-05-17,24,FD-416,JFHJ-40000047,1699.0,1
2022-05-17,10,FD-416,TLAM-72565058,2429.0,3
2022-05-17,52,JB-121,HMOG-40542981,838.0,2
2022-05-17,93,JB-121,FFJT-60537241,1735.0,2
2022-05-17,37,FD-416,FZLF-47995942,1849.0,1
2022-05-17,50,JB-121,PNDP-06147047,269.0,1
2022-05-17,36,A0-000,LAEC-05817492,699.0,2
2022-05-17,57,FD-416,LIRP-86769322,1849.0,1
2022-05-17,37,FD-416,BILP-16651927,2599.0,1
2022-05-17,75,A0-000,NPMN-52128081,999.0,3
2022-05-17,22,OP-407,OTCH-45828677,1349.0,1
2022-05-17,6,NG-218,RPFA-35683354,1449.0,1
2022-05-17,19,GE-024,GSKJ-41175135,629.0,1
2022-05-17,36,NG-218,CCUE-01788230,1199.0,1
2022-05-17,23,A0-000,FGSR-72085781,1849.0,1
2022-05-17,90,A0-000,ODCU-12711709,1199.0,1
2022-05-17,98,CG-544,CBIN-43853515,1439.0,1
2022-05-17,25,HC-572,NKZC-89789379,1777.0,1
2022-05-17,39,GE-024,FNSD-99508245,999.0,2
2022-05-17,32,OP-407,RDJS-52196210,1149.0,1
2022-05-17,1,A0-000,FMKS-11214781,1649.0,2
2022-05-17,69,SP-816,ANFI-08169186,1799.0,2
2022-05-17,6,A0-000,NMDG-75729213,1499.0,1
2022-05-17,62,OP-407,RTLF-30065889,999.0,1
2022-05-17,95,SP-816,SEEZ-81293866,1849.0,1
2022-05-17,75,JB-121,UPTB-03295996,799.0,3
2022-05-17,44,OP-407,ZHOA-93812648,1049.0,1
2022-05-17,19,A0-000,OUPU-69234068,2099.0,1
2022-05-17,30,HC-572,GHMR-69843723,1049.0,1
2022-05-17,75,A0-000,NKLM-01111089,324.0,3
2022-05-17,50,SP-816,UIEN-63697044,2249.0,1
2022-05-17,78,OP-407,CCUE-01788230,1199.0,1
2022-05-17,24,A0-000,ANFI-08169186,1799.0,3
2022-05-17,8,A0-000,EIJS-29111153,459.0,3
2022-05-17,41,JB-121,BRIB-48660289,1499.0,1
2022-05-17,42,HC-572,ICLZ-04690082,1999.0,1
2022-05-17,98,GE-024,MMFT-70581981,3318.0,1
2022-05-17,28,GE-024,BLPG-49260047,1634.0,3
2022-05-17,87,FD-416,ZSRB-95780137,1449.0,1
2022-05-17,30,A0-000,EHJH-98791148,589.0,1
2022-05-17,51,GE-024,JGJD-63888313,1499.0,1
2022-05-17,58,OP-407,JAHH-10083042,2623.0,2
2022-05-17,92,GE-024,ICLZ-04690082,1999.0,1
2022-05-17,31,HC-572,KGZF-41559070,1879.0,2
2022-05-17,19,JB-121,DLRT-17514211,1653.0,1
2022-05-17,84,A0-000,FCGU-31977579,1699.0,1
2022-05-17,53,GE-024,FZLF-47995942,1849.0,1
2022-05-17,82,OP-407,ISNR-54178270,1356.0,1
2022-05-17,15,HC-572,NZIE-40384374,449.0,1
2022-05-17,33,SP-816,MLGO-83204407,1199.0,2
2022-05-17,93,FD-416,TFMG-97619160,1299.0,3
2022-05-17,85,SP-816,PGDC-12307412,1147.0,1
2022-05-17,70,A0-000,KCNE-80054584,577.0,1
2022-05-17,69,SP-816,FSHE-56681916,1099.0,2
2022-05-17,92,SP-816,JGAG-82976184,1156.2,2
2022-05-17,90,A0-000,EOTR-58825358,1499.0,3
2022-05-17,89,HC-572,KLJR-20606470,1879.0,1
2022-05-17,29,GE-024,ETBL-60400007,999.0,1
2022-05-17,59,JB-121,ZSMN-65880433,2499.0,1
2022-05-17,14,A0-000,BBCA-80787094,1199.0,2
2022-05-17,95,OP-407,BLPG-49260047,1634.0,1
2022-05-17,58,HC-572,NMDG-75729213,1499.0,1
2022-05-17,20,SP-816,CEON-55934589,1399.0,1
2022-05-17,84,CG-544,PTIP-10211351,1499.0,1
2022-05-17,96,A0-000,MCOB-45361938,960.0,1
2022-05-17,79,FD-416,BPAJ-46553137,1499.0,1
2022-05-17,19,SP-816,DOZG-27296138,1352.0,1
2022-05-17,94,NG-218,EUFI-20064017,1049.0,1
2022-05-17,8,NG-218,FCUU-06406040,699.0,1
2022-05-17,34,HC-572,MMMT-57212789,1449.0,1
2022-05-17,83,SP-816,MDDJ-94238460,1199.0,1
2022-05-17,86,A0-000,UCKN-65423422,269.0,1
2022-05-17,29,GE-024,UKSO-82924634,1439.0,2
2022-05-17,85,NG-218,BRIB-48660289,1499.0,2
2022-05-17,66,GE-024,KGZF-41559070,1879.0,1
2022-05-17,58,CG-544,OSBO-00980325,1249.0,1
2022-05-17,56,OP-407,BHPK-79202987,2429.0,1
2022-05-17,64,A0-000,PFBE-34683637,2499.0,1
2022-05-17,83,GE-024,ONEL-29069744,2599.0,1
2022-05-17,3,OP-407,ZFDJ-86971026,799.0,1
2022-05-17,83,SP-816,AMMG-47101753,1020.0,1
2022-05-17,69,SP-816,PDSE-72926759,1599.0,1
2022-05-17,6,HC-572,LADL-96610429,1649.0,3
2022-05-17,7,GE-024,OEZT-08180287,668.84,1
2022-05-17,6,A0-000,FDIG-01018855,2139.0,3
2022-05-17,94,JB-121,ZJMB-29003196,1049.0,1
2022-05-17,97,HC-572,EIJS-29111153,459.0,2
2022-05-17,94,OP-407,LONP-25524803,1799.0,1
2022-05-17,86,HC-572,TSOD-75259735,1299.0,1
2022-05-17,2,NG-218,ZFDJ-86971026,799.0,1
2022-05-17,64,HC-572,PSRZ-31153591,1799.0,1
2022-05-17,19,A0-000,ARLK-10807879,1549.0,1
2022-05-17,45,GE-024,NDDK-89767743,1199.0,1
2022-05-17,25,FD-416,SMTF-56345724,1653.0,1
2022-05-17,31,JB-121,UGHA-05465755,699.0,1
2022-05-17,40,OP-407,JCAH-31499525,282.97,3
2022-05-17,89,FD-416,CRTA-55546797,1299.0,1
2022-05-17,35,JB-121,FSHE-56681916,1099.0,1
2022-05-17,35,FD-416,RJJG-93391069,1322.0,1
2022-05-17,61,A0-000,RPFA-35683354,1449.0,1
2022-05-17,98,HC-572,AZZP-26562010,1049.0,1
2022-05-17,58,OP-407,NDDK-89767743,1199.0,3
2022-05-17,35,GE-024,PLSS-34003480,1199.0,1
2022-05-17,79,HC-572,PIZO-68543963,1799.0,2
2022-05-17,32,JB-121,PSAO-83137839,599.0,1
2022-05-17,60,A0-000,SCDU-75627779,1999.0,1
2022-05-17,43,OP-407,IBTH-36264981,1799.0,1
2022-05-17,48,GE-024,SUCJ-71348555,2099.0,1
2022-05-17,99,GE-024,JGJD-63888313,1499.0,1
2022-05-17,72,JB-121,BRIB-48660289,1499.0,1
2022-05-17,67,FD-416,AEDA-04811622,1653.0,1
2022-05-17,93,NG-218,AZET-62071954,999.0,1
2022-05-17,96,GE-024,KKDO-35204426,960.0,1
2022-05-17,58,HC-572,AIJB-53437649,596.56,1
2022-05-17,61,JB-121,BRDE-58955321,1499.0,1
2022-05-17,45,NG-218,ODCU-12711709,1199.0,1
2022-05-17,7,HC-572,FGSR-72085781,1849.0,1
2022-05-17,68,JB-121,GFTR-23976123,2203.24,1
2022-05-17,15,HC-572,HUGG-62460410,1199.0,1
2022-05-17,35,OP-407,DNKZ-67343034,999.0,1
2022-05-17,34,GE-024,UKSO-82924634,1439.0,1
2022-05-17,19,CG-544,LKUM-10479693,1322.0,1
2022-05-17,62,A0-000,CTRA-38540885,2099.0,1
2022-05-17,9,JB-121,BUEF-47679669,1376.55,1
2022-05-17,16,FD-416,TBFB-75313863,699.0,1
2022-05-17,38,OP-407,GSUI-69154398,668.84,1
2022-05-17,99,GE-024,ANDA-66334288,1065.0,1
2022-05-17,22,OP-407,MFBU-68627274,899.0,1
2022-05-17,11,FD-416,KHLZ-16311367,1499.0,1
2022-05-17,59,FD-416,CTJS-37672018,1299.0,1
2022-05-17,28,FD-416,PZRM-92028475,1089.0,1
2022-05-17,85,A0-000,TLEI-15201360,599.0,1
2022-05-17,38,GE-024,ZIEC-08410251,1049.0,1
2022-05-17,33,OP-407,EHJH-98791148,589.0,1
2022-05-17,98,JB-121,AELF-97910181,999.0,2
2022-05-17,34,A0-000,BBCA-80787094,1199.0,1
2022-05-17,76,JB-121,PCZP-46149415,1199.0,2
2022-05-17,81,SP-816,AJNB-14152345,2139.0,1
2022-05-17,38,OP-407,JTIZ-05535045,1147.0,1
2022-05-17,26,OP-407,UZUG-36416745,1099.0,1
2022-05-17,79,SP-816,HENA-33319072,1749.0,3
2022-05-17,35,JB-121,MBEG-82149230,629.0,1
2022-05-17,20,FD-416,RARZ-83055221,1399.0,1
2022-05-17,12,A0-000,ENDH-34667171,399.0,1
2022-05-17,20,FD-416,DPHN-55498132,1549.0,1
2022-05-17,62,OP-407,MCRH-78811222,1599.0,1
2022-05-17,59,A0-000,BMUT-81259162,2299.0,1
2022-05-17,88,JB-121,BOAO-33507673,2299.0,1
2022-05-17,85,JB-121,IROO-16406988,1199.0,1
2022-05-17,67,OP-407,BRDE-58955321,1499.0,1
2022-05-17,40,A0-000,NBHN-92966234,1640.0,1
2022-05-17,25,SP-816,ENDH-34667171,399.0,2
2022-05-17,91,GE-024,JRZA-64280016,1799.0,3
2022-05-17,26,GE-024,THBZ-91837115,1699.0,1
2022-05-17,54,GE-024,TKCB-41492219,1699.0,1
2022-05-17,93,NG-218,GSIH-42651841,1399.0,1
2022-05-17,18,GE-024,HJDJ-92312549,1399.0,2
2022-05-17,96,HC-572,EUFI-20064017,1049.0,1
2022-05-17,22,SP-816,HDZF-90571285,1634.0,1
2022-05-17,25,A0-000,FSIN-86955267,1199.0,1
2022-05-17,84,JB-121,RDHP-10685612,1499.0,1
2022-05-17,24,A0-000,EJTM-86938889,1999.0,1
2022-05-17,80,JB-121,ZFDJ-86971026,799.0,3
2022-05-17,70,A0-000,RRSB-17555937,1199.0,1
2022-05-17,87,SP-816,TKCB-41492219,1699.0,1
2022-05-17,8,A0-000,NGBZ-17014132,1699.0,3
2022-05-17,96,HC-572,LGBD-68837854,1686.0,1
2022-05-17,1,SP-816,HUGG-62460410,1199.0,3
2022-05-17,34,SP-816,MMMT-57212789,1449.0,1
2022-05-17,32,A0-000,ONHD-37172276,1349.0,1
2022-05-17,59,A0-000,DPHN-55498132,1549.0,1
2022-05-17,35,FD-416,ELGO-41774833,1999.0,1
2022-05-17,26,GE-024,FFJT-60537241,1735.0,1
2022-05-17,83,GE-024,ODCU-12711709,1199.0,1
2022-05-17,68,OP-407,ROHJ-69879352,2623.0,1
2022-05-17,75,GE-024,NUKA-30508619,450.0,3
2022-05-17,74,NG-218,AAKD-09521253,1147.0,1
2022-05-17,72,HC-572,DKFG-50353364,1147.0,1
2022-05-17,4,A0-000,GSIH-42651841,1399.0,1
2022-05-17,69,A0-000,UGHA-05465755,699.0,3
2022-05-17,52,FD-416,EUFI-20064017,1049.0,1
2022-05-17,84,SP-816,FSHE-56681916,1099.0,1
2022-05-17,3,GE-024,RDHP-10685612,1499.0,1
2022-05-17,100,A0-000,PCZP-46149415,1199.0,1
2022-05-17,83,FD-416,HDZF-90571285,1634.0,3
2022-05-17,11,SP-816,TDZA-98772514,2299.0,1
2022-05-17,52,HC-572,GHOL-20050389,1999.0,1
2022-05-17,20,A0-000,ZHRK-27016814,1199.0,1
2022-05-17,35,JB-121,AMMG-47101753,1020.0,1
2022-05-17,79,NG-218,LZLA-05880311,1640.0,1
2022-05-17,20,OP-407,HHHK-39662185,999.0,1
2022-05-17,66,GE-024,EOOD-51802225,1049.0,2
2022-05-17,21,A0-000,RGHD-41592374,1099.0,1
2022-05-17,88,GE-024,UCHE-80103862,1149.0,3
2022-05-17,25,OP-407,JTIZ-05535045,1147.0,1
2022-05-17,13,JB-121,OTCH-45828677,1349.0,1
2022-05-17,94,GE-024,GGAS-91686271,3099.0,3
2022-05-17,56,NG-218,MFBU-68627274,899.0,3
2022-05-17,8,JB-121,USLH-96231471,259.0,3
2022-05-17,4,JB-121,ARLK-10807879,1549.0,1
2022-05-17,14,GE-024,MFSD-20890239,1299.0,3
2022-05-17,14,SP-816,FCGU-31977579,1699.0,1
2022-05-17,87,NG-218,BUFD-33380350,1089.0,1
2022-05-17,64,GE-024,GFNG-00576335,1649.0,1
2022-05-17,75,JB-121,PGDC-12307412,1147.0,1
2022-05-17,6,OP-407,BMUT-81259162,2299.0,1
2022-05-17,79,GE-024,NNIH-87000005,1449.0,2
2022-05-17,3,OP-407,CBIN-43853515,1439.0,1
2022-05-17,42,HC-572,JGIS-90728969,589.0,1
