Fecha,Codigo Cliente,Codigo Vendedor,Codigo Producto,Precio Unitario,Cantidad
2022-05-01,12,JB-121,GFNG-00576335,1649.0,1
2022-05-01,33,JB-121,FLDO-51570654,1909.0,2
2022-05-01,60,GE-024,CBIN-43853515,1439.0,1
2022-05-01,38,NG-218,KMIJ-00871900,596.56,1
2022-05-01,7,OP-407,KCNE-80054584,577.0,1
2022-05-01,94,CG-544,IJBT-92284133,239.2,1
2022-05-01,90,A0-000,GNZL-46914948,282.97,1
2022-05-01,95,JB-121,MLGO-83204407,1199.0,1
2022-05-01,2,OP-407,PDSE-72926759,1599.0,1
2022-05-01,29,GE-024,MMUJ-66698947,259.0,1
2022-05-01,34,FD-416,MFBU-68627274,899.0,1
2022-05-01,1,SP-816,DKFG-50353364,1147.0,1
2022-05-01,42,JB-121,GFLT-39722982,1899.0,1
2022-05-01,79,JB-121,UEZL-89315970,1649.0,2
2022-05-01,9,NG-218,EIJS-29111153,459.0,2
2022-05-01,45,GE-024,RRSB-17555937,1199.0,3
2022-05-01,16,HC-572,NGBZ-17014132,1699.0,1
2022-05-01,86,GE-024,IJBT-92284133,239.2,3
2022-05-01,80,A0-000,CRTA-55546797,1299.0,1
2022-05-01,21,GE-024,RUEG-51475432,1352.0,1
2022-05-01,75,GE-024,FOBD-14414494,1199.0,1
2022-05-01,3,FD-416,ICHT-00988193,596.56,3
2022-05-01,44,NG-218,ZAZG-98124070,1356.0,1
2022-05-01,71,CG-544,PNLH-54882618,1499.0,1
2022-05-01,34,FD-416,AURL-38658496,999.0,1
2022-05-01,92,FD-416,OUHE-84652015,1649.0,1
2022-05-01,55,NG-218,GBIP-93762130,1449.0,1
2022-05-01,38,GE-024,FZLF-47995942,1849.0,1
2022-05-01,79,JB-121,ALPB-89241828,1099.0,1
2022-05-01,40,SP-816,RERM-23944500,838.0,2
2022-05-01,55,NG-218,SMTF-56345724,1653.0,1
2022-05-01,22,OP-407,DSUA-12813956,2299.0,3
2022-05-01,13,SP-816,PZRM-92028475,1089.0,3
2022-05-01,87,FD-416,TGZR-91668964,1065.0,2
2022-05-01,57,SP-816,PGDC-12307412,1147.0,3
2022-05-01,48,FD-416,TJZR-91664779,1499.0,1
2022-05-01,53,JB-121,CTRA-38540885,2099.0,1
2022-05-01,2,SP-816,PSAO-83137839,599.0,3
2022-05-01,27,FD-416,EOTR-58825358,1499.0,1
2022-05-01,97,FD-416,LKPK-93193730,2623.0,1
2022-05-01,46,FD-416,CPZC-97230675,1299.0,1
2022-05-01,14,FD-416,OPIJ-80470939,1849.0,1
2022-05-01,8,A0-000,PZRM-92028475,1089.0,2
2022-05-01,14,NG-218,BUFD-33380350,1089.0,1
2022-05-01,35,FD-416,ARRM-32731405,1599.0,1
2022-05-01,64,CG-544,PCZP-46149415,1199.0,2
2022-05-01,54,SP-816,TPAR-13422529,1799.0,1
2022-05-01,6,OP-407,KTMU-70112324,1144.0,1
2022-05-01,22,NG-218,KDHD-86066641,1549.0,2
2022-05-01,83,FD-416,EOTR-58825358,1499.0,1
2022-05-01,14,OP-407,EHRB-68180903,749.0,1
2022-05-01,72,GE-024,TZPN-44619400,2299.0,1
2022-05-01,19,SP-816,TMPL-54149772,3099.0,1
2022-05-01,79,OP-407,TAHA-19159058,3318.0,1
2022-05-01,91,OP-407,UEZL-89315970,1649.0,2
2022-05-01,89,JB-121,BLPG-49260047,1634.0,1
2022-05-01,35,OP-407,HNUO-43341479,1499.0,1
2022-05-01,96,SP-816,LMHM-07376215,449.0,1
2022-05-01,46,A0-000,UOLK-62851527,1664.0,1
2022-05-01,51,SP-816,NPMN-52128081,999.0,1
2022-05-01,80,A0-000,GGAS-91686271,3099.0,1
2022-05-01,15,A0-000,ZHRK-27016814,1199.0,2
2022-05-01,8,A0-000,CEON-55934589,1399.0,1
2022-05-01,51,A0-000,UCIG-30265115,1699.0,1
2022-05-01,71,A0-000,NRRJ-45060319,2299.0,1
2022-05-01,95,OP-407,FBRH-16178962,1499.0,1
2022-05-01,13,GE-024,MFSD-20890239,1299.0,2
2022-05-01,70,GE-024,NRRJ-45060319,2299.0,2
2022-05-01,21,NG-218,MFBU-68627274,899.0,1
2022-05-01,44,FD-416,BLPG-49260047,1634.0,2
2022-05-01,4,GE-024,ONEL-29069744,2599.0,1
2022-05-01,7,A0-000,MBEG-82149230,629.0,1
2022-05-01,72,NG-218,JRZA-64280016,1799.0,1
2022-05-01,5,GE-024,AURL-38658496,999.0,3
2022-05-01,98,SP-816,PPUE-90392496,1352.04,1
2022-05-01,35,FD-416,FGSR-72085781,1849.0,1
2022-05-01,7,OP-407,ARLK-10807879,1549.0,1
2022-05-01,93,SP-816,KHTC-34080371,1049.0,1
2022-05-01,68,JB-121,JGIS-90728969,589.0,1
2022-05-01,46,SP-816,FPGP-17111293,699.0,1
2022-05-01,26,SP-816,KTMU-70112324,1144.0,1
2022-05-01,3,JB-121,MCPB-02799714,503.2,1
2022-05-01,19,JB-121,NUKA-30508619,450.0,1
2022-05-01,49,GE-024,GFNG-00576335,1649.0,1
2022-05-01,34,FD-416,OPIJ-80470939,1849.0,1
2022-05-01,44,FD-416,MJHO-80099668,1399.0,3
2022-05-01,61,SP-816,CBIN-43853515,1439.0,1
2022-05-01,69,FD-416,IROO-16406988,1199.0,2
2022-05-01,55,JB-121,BOAO-33507673,2299.0,3
2022-05-01,80,SP-816,IBTH-36264981,1799.0,1
2022-05-01,58,OP-407,ONHD-37172276,1349.0,1
2022-05-01,65,NG-218,KCNE-80054584,577.0,1
2022-05-01,24,FD-416,KHTC-34080371,1049.0,1
2022-05-01,71,OP-407,NGBZ-17014132,1699.0,1
2022-05-01,54,OP-407,LSRJ-54805545,1399.0,1
2022-05-01,4,GE-024,TAHA-19159058,3318.0,1
2022-05-01,43,SP-816,KGIG-43066188,1010.0,1
2022-05-01,50,A0-000,AJLN-93441790,1999.0,1
2022-05-01,33,A0-000,DKZN-60743484,1777.0,1
2022-05-01,75,A0-000,OUHE-84652015,1649.0,1
2022-05-01,84,A0-000,CDME-49499732,1352.0,1
2022-05-01,85,GE-024,OZZL-37310120,2499.0,1
2022-05-01,48,OP-407,IMBD-34700567,1634.0,1
2022-05-01,34,JB-121,IJBT-92284133,239.2,1
2022-05-01,71,A0-000,SCDU-75627779,1999.0,1
2022-05-01,93,FD-416,NKLM-01111089,324.0,1
2022-05-01,40,A0-000,TKCB-41492219,1699.0,1
2022-05-01,72,A0-000,IUIR-70282016,1777.0,1
2022-05-01,73,FD-416,NUKA-30508619,450.0,1
2022-05-01,14,GE-024,HDZF-90571285,1634.0,1
2022-05-01,61,OP-407,RDHP-10685612,1499.0,1
2022-05-01,41,FD-416,FZLF-47995942,1849.0,1
2022-05-01,94,JB-121,BHPK-79202987,2429.0,1
2022-05-01,94,OP-407,ONHD-37172276,1349.0,1
2022-05-01,94,A0-000,OUPU-69234068,2099.0,1
2022-05-01,95,SP-816,UIEN-63697044,2249.0,1
2022-05-01,94,A0-000,OPIJ-80470939,1849.0,1
2022-05-01,12,A0-000,HIAD-48792587,1049.0,2
2022-05-01,1,OP-407,PBHG-76999324,1049.0,3
2022-05-01,71,HC-572,MMMT-57212789,1449.0,2
2022-05-01,59,JB-121,IUIR-70282016,1777.0,1
2022-05-01,91,FD-416,LONP-25524803,1799.0,3
2022-05-01,60,FD-416,MKRR-52803341,1299.0,1
2022-05-01,36,FD-416,ANDA-66334288,1065.0,1
2022-05-01,28,SP-816,OEZT-08180287,668.84,1
2022-05-01,84,GE-024,CEON-55934589,1399.0,1
2022-05-01,9,JB-121,TBFB-75313863,699.0,1
2022-05-01,20,JB-121,NTLG-23174927,1399.0,1
2022-05-01,96,SP-816,JGAG-82976184,1156.2,1
2022-05-01,33,GE-024,LJAC-04440156,499.0,1
2022-05-01,1,A0-000,JRKG-55981425,749.0,1
2022-05-01,41,FD-416,OTCH-45828677,1349.0,1
2022-05-01,17,GE-024,HIAD-48792587,1049.0,1
2022-05-01,23,GE-024,AJIN-28307314,1049.0,1
2022-05-01,53,FD-416,FZLF-47995942,1849.0,1
2022-05-01,18,SP-816,HOCI-76900230,1999.0,2
2022-05-01,18,GE-024,DLRT-17514211,1653.0,1
2022-05-01,87,JB-121,DBIE-10052225,1640.0,1
2022-05-01,100,GE-024,RGFG-86350327,1249.0,2
2022-05-01,40,FD-416,ZSRB-95780137,1449.0,1
2022-05-01,37,FD-416,LJIM-97328529,2499.0,1
2022-05-01,54,OP-407,PBHG-76999324,1049.0,1
2022-05-01,54,HC-572,MKRR-52803341,1299.0,1
2022-05-01,16,A0-000,CNOU-87633257,2203.24,1
2022-05-01,84,OP-407,FMKS-11214781,1649.0,1
2022-05-01,16,JB-121,EHJH-98791148,589.0,1
2022-05-01,19,HC-572,TZRB-18092323,1799.0,1
2022-05-01,56,SP-816,TBFB-75313863,699.0,1
2022-05-01,17,OP-407,KHTC-34080371,1049.0,2
2022-05-01,23,FD-416,HMOG-40542981,838.0,1
2022-05-01,92,OP-407,ZLND-86025282,1399.0,3
2022-05-01,62,JB-121,FFJT-60537241,1735.0,2
2022-05-01,89,A0-000,HJDJ-92312549,1399.0,1
2022-05-01,71,HC-572,KMIJ-00871900,596.56,3
2022-05-01,61,GE-024,PLAB-34950496,1849.0,3
2022-05-01,71,JB-121,TTMB-37286378,838.0,1
2022-05-01,65,NG-218,BMUT-81259162,2299.0,1
2022-05-01,70,NG-218,TMPL-54149772,3099.0,1
2022-05-01,4,GE-024,CDME-49499732,1352.0,1
2022-05-01,5,SP-816,FFBO-63998315,1899.0,1
2022-05-01,2,A0-000,MSFA-46999854,1699.0,1
2022-05-01,77,OP-407,THBZ-91837115,1699.0,1
2022-05-01,31,OP-407,CTRA-38540885,2099.0,1
2022-05-01,39,FD-416,KDHD-86066641,1549.0,3
2022-05-01,86,JB-121,ODCU-12711709,1199.0,1
2022-05-01,7,SP-816,GSIH-42651841,1399.0,1
2022-05-01,21,OP-407,EUFI-20064017,1049.0,1
2022-05-01,84,GE-024,JGJD-63888313,1499.0,3
2022-05-01,97,JB-121,ZAZG-98124070,1356.0,2
2022-05-01,79,A0-000,UCIG-30265115,1699.0,1
2022-05-01,7,CG-544,AMMG-47101753,1020.0,2
2022-05-01,41,OP-407,ROHJ-69879352,2623.0,1
2022-05-01,49,SP-816,ILIS-80579507,1549.0,1
2022-05-01,97,GE-024,ICLZ-04690082,1999.0,1
2022-05-01,45,A0-000,NFGH-30844240,749.0,1
2022-05-01,100,FD-416,CBIN-43853515,1439.0,1
2022-05-01,68,SP-816,USLH-96231471,259.0,1
2022-05-01,76,GE-024,NKLM-01111089,324.0,1
2022-05-01,28,GE-024,RPOT-88588003,999.0,1
2022-05-01,56,FD-416,CBIN-43853515,1439.0,1
2022-05-01,50,A0-000,ANDA-66334288,1065.0,1
2022-05-01,88,OP-407,RUEG-51475432,1352.0,1
2022-05-01,95,OP-407,RRSB-17555937,1199.0,1
2022-05-01,6,NG-218,OIUA-29366728,1199.0,1
2022-05-01,80,OP-407,OTCH-45828677,1349.0,1
2022-05-01,2,SP-816,TAHA-19159058,3318.0,1
2022-05-01,95,CG-544,KOUU-01904954,1879.0,1
2022-05-01,75,GE-024,CRTA-55546797,1299.0,1
2022-05-01,97,NG-218,LGTS-54409879,1129.0,1
2022-05-01,78,A0-000,GBIP-93762130,1449.0,1
2022-05-01,57,FD-416,BADT-15309213,1199.0,1
2022-05-01,22,OP-407,TZPN-44619400,2299.0,3
2022-05-01,70,FD-416,ONHD-37172276,1349.0,1
2022-05-01,36,GE-024,ICGM-04301679,999.0,1
2022-05-01,31,OP-407,MOMN-99071345,1199.0,1
2022-05-01,71,GE-024,AELF-97910181,999.0,1
2022-05-01,78,HC-572,ICHT-00988193,596.56,3
2022-05-01,45,FD-416,TJPU-00589218,999.0,3
2022-05-01,78,SP-816,NKZC-89789379,1777.0,1
2022-05-01,96,A0-000,IKGM-18461508,1349.0,2
2022-05-01,70,OP-407,NPMN-52128081,999.0,1
2022-05-01,67,SP-816,GBLM-34855743,2799.0,1
2022-05-01,34,HC-572,IZMC-24608377,1777.0,1
2022-05-01,6,GE-024,OZZL-37310120,2499.0,1
2022-05-01,27,A0-000,RIRK-47244584,1359.2,1
2022-05-01,51,FD-416,HENA-33319072,1749.0,1
2022-05-01,48,FD-416,RJJG-93391069,1322.0,1
2022-05-01,39,SP-816,ELCS-30816412,2203.24,1
2022-05-01,37,GE-024,LKUM-10479693,1322.0,1
2022-05-01,19,OP-407,ZAZG-98124070,1356.0,1
2022-05-01,4,A0-000,GBIP-93762130,1449.0,1
2022-05-01,66,OP-407,HHDP-56098809,1664.0,1
2022-05-01,30,A0-000,AAKD-09521253,1147.0,1
2022-05-01,35,OP-407,JFHJ-40000047,1699.0,3
2022-05-01,5,NG-218,RDHP-10685612,1499.0,1
2022-05-01,14,OP-407,EOOD-51802225,1049.0,1
2022-05-01,32,HC-572,SAOC-15689732,1649.0,1
2022-05-01,93,GE-024,RHLU-81904630,1599.0,1
2022-05-01,49,JB-121,FMJN-93401231,1799.0,3
2022-05-01,8,A0-000,LSRJ-54805545,1399.0,1
2022-05-01,100,OP-407,ZSMN-65880433,2499.0,1
2022-05-01,26,NG-218,PPUE-90392496,1352.04,1
2022-05-01,28,GE-024,BHPK-79202987,2429.0,1
2022-05-01,44,HC-572,TDML-07770803,1449.0,2
2022-05-01,63,A0-000,HHHK-39662185,999.0,3
2022-05-01,13,JB-121,ONHD-37172276,1349.0,1
2022-05-01,75,JB-121,FHBM-12500351,1199.0,1
2022-05-01,49,GE-024,ZHOA-93812648,1049.0,1
2022-05-01,3,GE-024,LKUM-10479693,1322.0,1
2022-05-01,56,OP-407,GFTR-23976123,2203.24,1
2022-05-01,74,SP-816,TPIF-72567039,559.2,1
2022-05-01,45,OP-407,FLDO-51570654,1909.0,1
2022-05-01,18,JB-121,CRTA-55546797,1299.0,1
2022-05-01,35,FD-416,CRTA-55546797,1299.0,3
2022-05-01,67,FD-416,GHOL-20050389,1999.0,1
2022-05-01,63,GE-024,CNOU-87633257,2203.24,2
2022-05-01,24,OP-407,ONEL-29069744,2599.0,1
2022-05-01,35,FD-416,RDHP-10685612,1499.0,1
2022-05-01,19,HC-572,UPTB-03295996,799.0,2
2022-05-01,73,SP-816,GHMR-69843723,1049.0,1
2022-05-01,11,GE-024,PPUE-90392496,1352.04,1
2022-05-01,54,OP-407,AJFA-72722915,1899.0,1
2022-05-01,32,SP-816,AJFA-72722915,1899.0,1
2022-05-01,32,A0-000,ZJCO-07024741,1899.0,1
2022-05-01,25,FD-416,LGTS-54409879,1129.0,1
2022-05-01,77,HC-572,MMFT-70581981,3318.0,1
2022-05-01,90,OP-407,GFLT-39722982,1899.0,1
2022-05-01,85,OP-407,MFBU-68627274,899.0,1
2022-05-01,90,GE-024,LFTO-14378624,1999.0,1
2022-05-01,41,CG-544,NTLG-23174927,1399.0,1
2022-05-01,10,GE-024,KGIG-43066188,1010.0,1
2022-05-01,57,A0-000,UPTB-03295996,799.0,1
2022-05-01,67,OP-407,NRZD-54945625,1879.0,1
2022-05-01,74,GE-024,TAHA-19159058,3318.0,1
2022-05-01,46,FD-416,ICLZ-04690082,1999.0,2
2022-05-01,22,FD-416,OZPA-71817540,2623.0,3
2022-05-01,77,FD-416,HHDP-56098809,1664.0,1
2022-05-01,85,JB-121,HUGG-62460410,1199.0,1
2022-05-01,67,FD-416,NUMK-90380496,449.0,1
2022-05-01,96,A0-000,NUMK-90380496,449.0,1
2022-05-01,54,A0-000,BOAO-33507673,2299.0,1
2022-05-01,15,OP-407,HIAD-48792587,1049.0,1
2022-05-01,29,OP-407,KTMU-70112324,1144.0,3
2022-05-01,5,A0-000,KCNE-80054584,577.0,1
2022-05-01,42,FD-416,CTRA-38540885,2099.0,1
2022-05-01,68,GE-024,KCBU-77902735,1749.0,2
2022-05-01,20,GE-024,HBJZ-00730147,2249.0,1
2022-05-01,33,NG-218,OSZM-07576729,1156.2,3
2022-05-01,66,CG-544,KGZF-41559070,1879.0,1
2022-05-01,28,NG-218,TKCB-41492219,1699.0,1
2022-05-01,97,JB-121,TUAS-23102789,960.0,1
2022-05-01,43,JB-121,ODCU-12711709,1199.0,1
2022-05-01,66,GE-024,ENNI-93513411,699.0,1
2022-05-01,86,GE-024,FZLF-47995942,1849.0,2
2022-05-01,81,A0-000,LBFP-52113836,1699.0,1
2022-05-01,88,JB-121,NGGG-66485226,580.0,1
2022-05-01,54,GE-024,ICLZ-04690082,1999.0,1
2022-05-01,41,NG-218,UOLK-62851527,1664.0,1
2022-05-01,10,A0-000,PPUE-90392496,1352.04,1
2022-05-01,12,OP-407,DDIF-61445680,589.0,1
2022-05-01,18,OP-407,BSCN-75053929,1499.0,1
2022-05-01,26,HC-572,EOTR-58825358,1499.0,1
2022-05-01,9,HC-572,LEIM-85248679,1299.0,1
2022-05-01,59,A0-000,GGAS-91686271,3099.0,3
2022-05-01,37,GE-024,MFBU-68627274,899.0,1
2022-05-01,38,JB-121,TJPU-00589218,999.0,3
2022-05-01,92,HC-572,OJKR-92119481,799.0,2
2022-05-01,5,FD-416,LBFP-52113836,1699.0,1
2022-05-01,78,GE-024,TLEI-15201360,599.0,1
2022-05-01,67,OP-407,ZHOA-93812648,1049.0,2
2022-05-01,55,A0-000,EOTR-58825358,1499.0,1
2022-05-01,48,SP-816,DNKZ-67343034,999.0,1
2022-05-01,84,A0-000,JDPB-87900692,2799.0,1
2022-05-01,4,NG-218,FDIG-01018855,2139.0,1
2022-05-01,90,GE-024,OTCH-45828677,1349.0,1
2022-05-01,67,GE-024,CEON-55934589,1399.0,1
2022-05-01,85,CG-544,TZPN-44619400,2299.0,1
2022-05-01,12,SP-816,CBIN-43853515,1439.0,1
2022-05-01,20,JB-121,AFTE-31602103,1599.0,1
2022-05-01,78,GE-024,OUHE-84652015,1649.0,3
2022-05-01,100,JB-121,ZHRK-27016814,1199.0,1
2022-05-01,96,FD-416,TDZA-98772514,2299.0,2
2022-05-01,59,FD-416,GAOO-91450976,1065.0,1
2022-05-01,96,FD-416,LJIM-97328529,2499.0,1
2022-05-01,85,OP-407,BBCA-80787094,1199.0,1
2022-05-01,58,GE-024,MMMT-57212789,1449.0,1
2022-05-01,38,FD-416,RUEG-51475432,1352.0,1
2022-05-01,1,FD-416,LAEC-05817492,699.0,3
2022-05-01,76,GE-024,TJZR-91664779,1499.0,1
2022-05-01,25,JB-121,ENNI-93513411,699.0,1
2022-05-01,70,SP-816,CTJS-37672018,1299.0,1
2022-05-01,76,CG-544,DEDR-96725681,999.0,1
2022-05-01,20,NG-218,NKLM-01111089,324.0,1
2022-05-01,6,OP-407,TGZR-91668964,1065.0,1
2022-05-01,93,SP-816,ENTD-33650690,1499.0,3
2022-05-01,64,A0-000,JFHJ-40000047,1699.0,3
2022-05-01,91,GE-024,MBEG-82149230,629.0,1
2022-05-01,81,FD-416,AIJB-53437649,596.56,3
2022-05-01,46,GE-024,NDDK-89767743,1199.0,1
2022-05-01,3,OP-407,AIJB-53437649,596.56,1
2022-05-01,35,A0-000,JRKG-55981425,749.0,1
2022-05-01,36,FD-416,PSRZ-31153591,1799.0,1
2022-05-01,34,HC-572,BRDE-58955321,1499.0,3
2022-05-01,10,GE-024,NDJO-29148705,1549.0,1
2022-05-01,61,NG-218,TMPL-54149772,3099.0,1
2022-05-01,55,GE-024,NRZD-54945625,1879.0,1
2022-05-01,92,A0-000,NRZD-54945625,1879.0,1
2022-05-01,23,JB-121,TLAM-72565058,2429.0,1
2022-05-01,14,JB-121,JTIZ-05535045,1147.0,2
2022-05-01,39,GE-024,FCBJ-05618296,999.0,3
2022-05-01,43,OP-407,GHMR-69843723,1049.0,1
2022-05-01,22,FD-416,SAMO-45723770,1549.0,2
2022-05-01,38,OP-407,TPAR-13422529,1799.0,3
2022-05-01,77,OP-407,BRDE-58955321,1499.0,1
2022-05-01,3,JB-121,LONP-25524803,1799.0,1
2022-05-01,16,GE-024,LBFP-52113836,1699.0,1
2022-05-01,97,OP-407,LZLA-05880311,1640.0,1
2022-05-01,23,FD-416,ALPB-89241828,1099.0,3
2022-05-01,33,SP-816,UPTB-03295996,799.0,1
2022-05-01,11,JB-121,FFJT-60537241,1735.0,2
2022-05-01,22,FD-416,BRDE-58955321,1499.0,1
2022-05-01,38,SP-816,JRKG-55981425,749.0,3
2022-05-01,69,HC-572,RTLF-30065889,999.0,1
2022-05-01,97,A0-000,SJRB-98011273,450.0,1
2022-05-01,8,GE-024,UCKN-65423422,269.0,1
2022-05-01,96,OP-407,CEON-55934589,1399.0,1
2022-05-01,46,OP-407,KJSD-08046356,1849.0,2
2022-05-01,98,A0-000,EHRB-68180903,749.0,1
2022-05-01,99,JB-121,BUEF-47679669,1376.55,1
